0 , 0 , 52
0 , 0 , 0
0 , 0 , 40
0 , 0 , 47
0 , 0 , 45
0 , 0 , 41
0 , 0 , 47
0 , 0 , 39
0 , 0 , 49
0 , 0 , 48
0 , 0 , 45
0 , 0 , 36
0 , 0 , 42
0 , 0 , 51
0 , 0 , 45
0 , 0 , 46
0 , 0 , 43
0 , 0 , 42
0 , 0 , 44
0 , 0 , 46
0 , 0 , 34
0 , 0 , 48
0 , 0 , 43
0 , 0 , 46
0 , 0 , 38
0 , 0 , 42
0 , 0 , 52
0 , 0 , 41
0 , 0 , 45
0 , 0 , 49
0 , 0 , 39
0 , 0 , 33
0 , 0 , 38
0 , 0 , 44
0 , 0 , 44
0 , 0 , 44
0 , 0 , 42
0 , 0 , 46
0 , 0 , 38
0 , 0 , 41
0 , 0 , 88
0 , 0 , 56
0 , 0 , 195
0 , 0 , 86
0 , 0 , 151
0 , 0 , 64
0 , 0 , 126
0 , 0 , 59
0 , 0 , 133
0 , 0 , 62
0 , 0 , 52
0 , 0 , 120
0 , 0 , 128
0 , 0 , 178
0 , 0 , 144
0 , 0 , 169
0 , 0 , 99
0 , 0 , 53
0 , 0 , 148
0 , 0 , 208
0 , 0 , 404
0 , 0 , 532
0 , 0 , 556
0 , 0 , 162
0 , 0 , 233
0 , 0 , 633
0 , 0 , 391
0 , 0 , 189
0 , 0 , 699
0 , 0 , 283
0 , 0 , 425
0 , 0 , 597
0 , 0 , 493
0 , 0 , 481
0 , 0 , 642
0 , 0 , 155
0 , 0 , 797
0 , 0 , 791
0 , 0 , 402
0 , 0 , 256
0 , 0 , 528
0 , 0 , 694
0 , 0 , 767
0 , 0 , 775
0 , 0 , 740
0 , 0 , 658
0 , 0 , 481
0 , 0 , 291
0 , 0 , 537
0 , 0 , 944
0 , 0 , 795
0 , 0 , 395
0 , 0 , 895
0 , 0 , 374
0 , 0 , 909
0 , 0 , 604
0 , 0 , 400
0 , 0 , 845
0 , 0 , 786
0 , 0 , 699
0 , 0 , 441
0 , 0 , 473
0 , 0 , 402
0 , 0 , 521
0 , 0 , 625
0 , 0 , 871
0 , 0 , 797
0 , 0 , 575
0 , 0 , 521
0 , 0 , 738
0 , 0 , 459
0 , 0 , 790
0 , 0 , 416
0 , 0 , 733
0 , 0 , 406
0 , 0 , 559
0 , 0 , 734
0 , 0 , 656
0 , 0 , 479
0 , 0 , 399
0 , 0 , 379
0 , 0 , 382
0 , 0 , 360
0 , 0 , 343
0 , 0 , 361
0 , 0 , 461
0 , 0 , 556
0 , 0 , 568
0 , 0 , 430
0 , 0 , 363
0 , 0 , 480
0 , 0 , 378
0 , 0 , 440
0 , 0 , 524
0 , 0 , 371
0 , 0 , 569
0 , 0 , 432
0 , 0 , 606
0 , 0 , 417
0 , 0 , 401
0 , 0 , 566
0 , 0 , 380
0 , 0 , 375
0 , 0 , 494
0 , 0 , 453
0 , 0 , 490
0 , 0 , 383
0 , 0 , 440
0 , 0 , 374
0 , 0 , 472
0 , 0 , 511
0 , 0 , 638
0 , 0 , 573
0 , 0 , 665
0 , 0 , 559
0 , 0 , 589
0 , 0 , 499
0 , 0 , 492
0 , 0 , 506
0 , 0 , 505
0 , 0 , 587
0 , 0 , 554
0 , 0 , 647
0 , 0 , 591
0 , 0 , 687
0 , 0 , 618
0 , 0 , 766
0 , 0 , 703
0 , 0 , 783
0 , 0 , 748
0 , 0 , 820
0 , 0 , 733
0 , 0 , 771
0 , 0 , 754
0 , 0 , 705
0 , 0 , 771
0 , 0 , 806
0 , 0 , 931
0 , 0 , 823
0 , 0 , 811
0 , 0 , 725
0 , 0 , 776
0 , 0 , 914
0 , 0 , 917
0 , 0 , 841
0 , 0 , 778
0 , 0 , 902
0 , 0 , 1005
0 , 0 , 826
0 , 0 , 904
0 , 0 , 997
0 , 0 , 845
0 , 0 , 958
0 , 0 , 840
0 , 0 , 964
0 , 0 , 765
0 , 0 , 822
0 , 0 , 697
0 , 0 , 850
0 , 0 , 697
0 , 0 , 700
0 , 0 , 674
0 , 0 , 648
0 , 0 , 752
0 , 0 , 641
0 , 0 , 657
0 , 0 , 657
0 , 0 , 593
0 , 0 , 680
0 , 0 , 692
0 , 0 , 643
0 , 0 , 624
0 , 0 , 728
0 , 0 , 678
0 , 0 , 623
0 , 0 , 685
0 , 0 , 732
0 , 0 , 729
0 , 0 , 664
0 , 0 , 640
0 , 0 , 650
0 , 0 , 704
0 , 0 , 708
0 , 0 , 667
0 , 0 , 664
0 , 0 , 722
0 , 0 , 775
0 , 0 , 767
0 , 0 , 727
0 , 0 , 679
0 , 0 , 689
0 , 0 , 703
0 , 0 , 735
0 , 0 , 714
0 , 0 , 690
0 , 0 , 675
0 , 0 , 698
0 , 0 , 732
0 , 0 , 764
0 , 0 , 785
0 , 0 , 757
0 , 0 , 766
0 , 0 , 717
0 , 0 , 710
0 , 0 , 692
0 , 0 , 686
0 , 0 , 687
0 , 0 , 720
0 , 0 , 698
0 , 0 , 721
0 , 0 , 710
0 , 0 , 695
0 , 0 , 708
0 , 0 , 715
0 , 0 , 703
0 , 0 , 683
0 , 0 , 665
0 , 0 , 677
0 , 0 , 688
0 , 0 , 689
0 , 0 , 718
0 , 0 , 732
0 , 0 , 789
0 , 0 , 792
0 , 0 , 745
0 , 0 , 718
0 , 0 , 681
0 , 0 , 697
0 , 0 , 702
0 , 0 , 707
0 , 0 , 745
0 , 0 , 690
0 , 0 , 657
0 , 0 , 678
0 , 0 , 685
0 , 0 , 639
0 , 0 , 632
0 , 0 , 645
0 , 0 , 563
0 , 0 , 609
0 , 0 , 570
0 , 0 , 604
0 , 0 , 536
0 , 0 , 581
0 , 0 , 523
0 , 0 , 561
0 , 0 , 562
0 , 0 , 462
0 , 0 , 540
0 , 0 , 521
0 , 0 , 469
0 , 0 , 419
0 , 0 , 467
0 , 0 , 440
0 , 0 , 369
0 , 0 , 330
0 , 0 , 292
0 , 0 , 270
0 , 0 , 259
0 , 0 , 250
0 , 0 , 264
0 , 0 , 213
