51.5417,0.0119783,
51.5417,0.0121017,
51.541,0.0113867,
51.5403,0.01003,
51.54,0.00954,
51.5401,0.00961333,
51.5406,0.0100617,
51.5411,0.01114,
51.5416,0.0126883,
51.5419,0.012925,
51.5413,0.0114383,
51.5406,0.00975167,
51.5402,0.00854333,
51.5401,0.00819667,
51.5395,0.00849833,
51.54,0.00958333,
51.5412,0.0119267,
51.5417,0.0122717,
51.5412,0.0114033,
51.5411,0.0112567,
51.5406,0.0100617,
51.5402,0.008515,
51.5397,0.00842167,
51.5396,0.00852,
51.5396,0.00932667,
51.5411,0.010955,
51.5413,0.0118283,
51.5415,0.012455,
51.5417,0.012095,
51.5412,0.0109783,
51.541,0.0106967,
51.5407,0.0100517,
51.5405,0.009245,
51.5398,0.00847667,
51.5394,0.00933667,
51.5395,0.00939833,
51.5399,0.009415,
51.5401,0.00953667,
51.5404,0.00982833,
51.5406,0.01,
51.5415,0.0123783,
51.5417,0.0129517,
51.5418,0.0130883,
51.5419,0.0125733,
51.5417,0.0121233,
51.5406,0.00970167,
51.5406,0.00949,
51.5404,0.00877,
51.5393,0.00907,
51.5393,0.00920333,
51.5394,0.00931,
51.5406,0.0100833,
51.5412,0.01144,
51.5414,0.01208,
51.5405,0.009105,
51.5402,0.008245,
51.5401,0.008275,
51.5398,0.00856833,
51.5395,0.00878167,
51.542,0.01267,
51.5415,0.0117917,
51.5407,0.009695,
51.5401,0.00833,
51.54,0.00950333,
51.5404,0.00979333,
51.5408,0.0104217,
51.5409,0.0107417,
51.542,0.012895,
51.5415,0.0116383,
51.5413,0.0113567,
51.541,0.0106767,
51.5401,0.008365,
51.5398,0.00867833,
51.5396,0.00878333,
51.5394,0.00907833,
51.5409,0.0107367,
51.541,0.0109367,
51.541,0.011,
51.5413,0.0118733,
51.5416,0.0124917,
51.5417,0.012655,
51.5417,0.0128183,
51.5412,0.0110917,
51.5408,0.0100817,
51.5405,0.00898833,
51.5402,0.00832667,
51.54,0.00850667,
51.5396,0.00884333,
51.5394,0.009385,
51.5405,0.00986,
51.5408,0.0105633,
51.5411,0.011655,
51.5412,0.01171,
51.5412,0.0117167,
51.5412,0.0117167,
51.5412,0.0117183,
